username profile,rate,date,reviews
Mithanndy,4,07-04-2021 06:06 AM,Udah 2x beli yang jar 500gr. Dia wanginya enak banget pas diaplikasiin ke rambut. Bikin rambut jadi smooth. Rambut gampang diatur juga. For smooth kinda stand for 3 days. Harganya juga ngga begitu mahal dari pada harus ke salon sebulan 2x buat creambath. Worth to buy!
shadrinafg,5,04-04-2021 02:36 PM,"Dulu masih iseng-iseng pake sesekali aja, belinya masih sachet-an. Setelah nyobain, rambut jadi halus dan gampang diatur setelah creambath. Rontok berkurang, wanginya enak, dan efeknya tahan lama untuk beberapa hari. Setelah suka banget, akhirnya beli juga jar-nya! 💛"
nabilazre,5,03-04-2021 05:46 AM,"ceritanya iseng checkout karna lagi flash sale gitu, ini juga baru pertama kali pake hair mask,, baunya kyk ginseng gitu (?) gatau sih gmn jelasinnya tp agak strong dikit menurutku,, rambutku tu ngembang kering gitu pas pemakaian dua kali rambut udh ga ngembang trs menutrisi rambut juga jadi ga kering,, skrg udh abis tp ga balik jd ngembang lg malah rambutnya jd bagus huhuu seneng bgt"
ranishintia,4,03-04-2021 01:27 AM,"Okey yang pertama untuk packaging dia tuh gede bangettt, jadi isinyaa juga banyakk dan bisa awet sampe 1-2 bulann! Teksturnya creamy kentelll gituuuu, gampang di apply kerambut karena dia gak misah2, gak terurai gitu maksudnyaaa. Waktu itu aku beli untuk memperbaiki rambutku yang rusakk parah karena abis diwarnain dan di bleaching, awalnyaaa sih gak ngarep apa2 karena pas awal pemakaian juga gak timbuk efek apa2, cuma makin kesini mulai terasa efeknyaa! rambut jadi makinn halusss, gampang di aturr, dan gak bikin rambutku bercabang lagi! Menurutku worth to try sihh untuk memperbaiki rambut yang rusakk! Aku pakenya 2 kali dalam seminggu! Harganya juga affordable dengan isi 500ml!🥰"
Putripal,5,27-03-2021 08:58 AM,"Cinta banget pokoknya sama produk ini. Aku nyoba yang ukuran sachet. Dia ada 3 ukuran sachet 15ml, 30ml, dan 60ml jadi buat yang baru nyoba ga bakal ngerasa rugi kalo ga cocok. Teksturnya gel kental dan gampang diratain. Aromanya khas produk creambath salon banget. Dia ngebantu rambutku yang kusut, kering, dan ngembang. Wanginya tahan berhari-hari."
importglobalprima,5,26-03-2021 11:10 AM,"Aku suka banget sama semua hal tentang makarizo ini. Aku suka wanginya, aku suka hasilnya dan aku suka banget rambut aku yang super lembut dan wangi setelah make ini. Bahkan hari ketiga pas mau keramas, rambut masih kerasa sama kayak hari pertama. Oke banget lah pokoknya."
dzaqiyahnurul,5,26-03-2021 07:45 AM,"Kayanya produk-produknya makarizo udah gausah di raguin lagi deh wkwkw ini ga ngecewain banget gila sih, abis pake ini rambut jadi halus banget, gampang di atur, wangi udah pasti, bener-bener jatuh cinta banget deh sama makarizo bagus banget🥺💯"
heyanggih_,5,24-03-2021 03:52 PM,"Udah make ini hampir sebulan lebih, rambut aku yg awalnya bercabang, kering, rontok dan susah diatur kalo abis catokan sekarang udah keliatan lebih sehat dan rambut rontok aku udah berkurang. Rambut jadi gampang diatur dan gak mengembang setelah pake ini. Recomended banget buat rambut kering dan susah diatur."
Raraazr,5,24-03-2021 06:56 AM,"awal aku cobain ini bulan 12 karna rambutku itu kering,kasar,ngembang kaya ga sisiran.trus di indomaret aku ketemu sama creambath ini,pas aku coba kok bgs kali lembut,gampang diatur,ga kusut lagi,trus wanginya itu tahan lama kali wajib coba"
Nabillayanuar,4,23-03-2021 11:01 AM,"suka banget sama wanginya>< bikin rambut aku jadi lebih lembut dan gampang diatur, dan lumayan tahan lama wanginya di rambut. tapi entah kenapa jadi gampang lepek rambut aku kalo pakai produk ini. love and hate sih sama produk ini hahaha.."
lunggadwi,5,21-03-2021 05:03 AM,"Hairmask fav kuuuu dari jaman kuliah duluuu😍. Cuma sempet lama banget nggak pake dia sampe belakangan ini pake lagi dan jatuh cinta lagi. Seingat aku dulu tuh kalo pake ini wanginya tahan cuma 2 harian (mungkin karna dlu ga pake hijab dan kemana mana motoran juga banyak kegiatan yaaa). nah kemarenan ini aku pake, 3 hari tuh masih wangi banget, dan pas aku udah keramas menurut aku wanginya slightly masih ada gituloh😍. bikin rambut lembuuuutt banget berhari2😍. bikin ringan juga. me likeeeyyy😍"
Indahnovianap,3,20-03-2021 01:54 PM,Overall suka sama teksturnya yg bikin rambut lembut dan gampang diatur. Tapi ga suka bau2 kaya ginsengnya. Terlalu strong menurutku. Agak ada bau manisnya kayanya dari royal jellynya. Wanginya gampang nyebar di kamar mandi. Aku prefer pake yang kiwi karena wanginya enak ga bikin eneg.
ReivaW,5,17-03-2021 02:41 PM,"Untuk rambut kering/rusak/frizzy rasanya dia in memang penyelamat ya. Sesuai banget sama klaimnya. Minusnya adalah packagingnya. Sachet terlalu ribet, jar ngeri rusak. Jari lo kan nyolek itu terus sementara itu banyak fatty oilnya, apa nggak jadi sarang bakteri tuh? Mana lama abisnya soalnya setengah kilo. Kenapa sih makarizo gak bikin botol biasa aja? Gak semua anti mainstream itu bagus gan!! (ngegas)"
febrinagracia,4,16-03-2021 02:16 PM,"seperti biasa kalau udah pakai produk makarizo rambutku jadi lebih halus, lebih mudah ditata, wanginya juga enak banget. hargaya affordable dan gampang di beli di drugstore atau minimarket terdekat. efek jangka panjangnya dgn pemakaian rutin jg terlihat kok ☺"
adeliaaapl,5,16-03-2021 04:44 AM,"Hairmask pertama aku, dan satu-satunya hairmask yang bikin aku jatuh cinta. wangi nya nagih banget, bikin relax pas dipake, dan bikin rambut aku alusssss bangettttttt. cinta banget deh sama produk ini. gak ada duanya 😭😭 sayang sih shampoo nya gak sebagus hairmask ini"
MazdaKristiani20,4,15-03-2021 05:24 AM,"Di rambut aku produk ini bikin rambutku lembutt and shinee, dia juga wangi bangett and packagingnyaa warna orens elegann. Tp kekurangannya dirambut aku gampang lepek dan juga bilasnya susah karna terlalu licinn. tp setiap kulit rambu beda2 yaa girls. kalo di aku gampang lepek bkn berarti di kalian juga begituuu. Lets try ✨"
lucyandw,5,11-03-2021 06:12 AM,"always and forever pakai hair creambath ini. Isinya banyak dan terjangkau, wanginya calming and teksturnya cream yang gampang dipakai. Abis pakai ini rambut jadi gampang diatur dan gaperlu nyisir lagii. Rambut aku diwarnai dan ini ga bikin cepet luntur sih, malah jadi ga kering lagiiii"
Getdrudis,5,10-03-2021 03:46 PM,"Sayaaang banget sama hair mask inii! Dulu beli dari jaman belum masuk drugstore, jadi kalau beli harus online dan gampang habis, tapi ini hair mask helpful banget sih di aku, bener2 rambut ku jadi lembut dan ga gampang kusut padahal aku sering banget ganti2 cat rambut dan bleaching"
pranadyaa,5,09-03-2021 02:20 PM,"Holy Grail💋💋 Rambut jadi lembab shiny halus jatoh mudah di atur jugaa, cantik sekali pokoknya cintaa bgtt. Aduh gatau mau tulis apa lagi pokoknya must have untuk yg punya rambut kering dan ngembangg, she’ll be your most faaaav hihi🤍🤍 Inti nya ini hairfood rambut yg haus!"
melfira,5,08-03-2021 01:40 AM,"Karena buat nyoba nyoba, jadi belinya yg sachet. Sachet nya tuh bisa dipake 2 kali di rambutku. Baunya harum lumayan strong trus baunya tuh bisa tahan ampe 4 hariann sukak banget. Nah trus di bilas nya juga gampangg makenya juga gaperlu lama lama pas dibiles rambut lembut banget"
nispeb16,5,05-03-2021 07:24 AM,berawal dari sering creambath pake ini padahal iseng sazaa eh ternyata holy grail aku banget🥰 product ini bikin rambut wangiiii banget! bikin lembut dan bikin gampang di atur. aku pake ini kalo bilas harus bngt pake air hangat soalnya kalo ngga kadang suka masih ada sisa gitu. repurchase? YES!!
vioniaaap,5,28-02-2021 11:55 AM,"berkali² beli makarizo creambath yg royal jelly ini karna suka banget bauknya yg tahan 3 hari, lembut,gak gampang kek kering ataupun berminyak,gak bikin rontok dan pastinya rambut mudah diatur hehe 😍"
sneezes04,5,22-02-2021 02:03 AM,"Selain rontok, rambutku itu ngembang dan agak kasar, efek dulu pernah ngewarnain rambut tapi perawatannya gak balance haha. Jadi aku pilih varian ini. Supaya hemat aku pake yang ukuran saset 15 gram. Ukuran ini pas buat rambutku yang sepunggung hampir sepinggang. Gak terlalu banyak, jadi dibilas pun gak perlu banyak waktu. Kupikir varian kiwi udah yang paling enak dari segi wangi, karena ada wangi bubblegum-nya. Ternyata aku salah..... royal jelly wanginya paling enak tolooong T_T dari 3 varian ini yang paling enak wanginya dan tahan lama huhu. Efek wangi dan lembutnya berasa sampe waktu keramasku selanjutnya. Berhubung aku keramas 3 hari sekali, aku kurang tau berapa lama efeknya kalo lebih dari jangka waktu itu. Btw selain hair mask, aku jadiin ini sebagai conditioner juga ya ampun enak banget, berasa lembutnya, rambut jadi lebih seger dan wangi. Repurchase? Mesti banget!"
dantyrh,5,19-02-2021 04:29 AM,"Udahlah kaum perempuan pasti udah tau masker rambut makarizo emg top2 banget! Apalagi varian ini yg selalu gue pake sampe sekarang belum berpaling ke varian lain😅 pake ini bener2 rambut berasa banget halus, jd gampang di atur dan pastinya lembut! Super love🤍"
aishfrn,5,17-02-2021 03:39 PM,"pertama pake ini rambut jadi lumayan alus, gampang diatur dan wangii. wanginya tahan lama menurut aku. kondisi rambut aku ngembang + kering, nah dia bantu ngelembutin + bikin halus. untuk teksturnya, ini kaya hair creambath biasa. ga terlalu ganggu"
farahslsblala,5,12-02-2021 01:49 AM,"Pas dipake rambut aku jadi bener2 alus, mudah di atur, dan gatau kenapa jadi enteng gitu rasanya, first impression suka banget pokonya, tapi cuma bertahan beberapa hari aja, karena rambut aku emang gampang lepek juga, mungkin bakal lebih bagus kalo dipake rutin kali yaa, wangi nya wangi2 tradisional gitu enak dan lumayan tahan lama."
crstnpgr,5,10-02-2021 12:15 PM,"Dahlah gak perlu diriview lagi ini produk soalnya bagus banget gak paham lagiiii. Rambutku itu sering banget diwarnain, wavy, ngembang banget, kering, dan frizzy banget tapi setiap pake makarizo yang varian ini langsung jinak dong. Rambut langsung gampang diatur, licin, wangi, gak ngembang, alus dan lembut banget"
widykadek,4,05-02-2021 07:52 AM,"pertama kali pengen pakek hair mask ya pakek produk dari Makarizo ini , wanginya enak banget gak terlalu nyengat , aku suka banget pakek hair mask dari Makarizo ini karna buat rambut aku lembut dan mudah diatur gitu karna rambutku itu sebelumnya kasar mudah lepek dan susah banget diaturnya"
nysrinaw,5,04-02-2021 05:29 PM,"inimah hair mask semua umat gasiiii wakakakka. aku pake ini pas masib jaman SMA di asrama. ada wanginya enakbgt sih soft gituu, tesjturnya oren ya just like the packaging, dia bikin alus dan lembut rambut sih, aku yg keriting jd lebih gamoang diatur rambutnya. dia efek ke rontok/ketombe gt gabegitusib menurut aku, cmn dia maintain bgt ranbut ga kering dan galepek"
desiudeskedil,3,02-02-2021 02:17 AM,"Love hate sama produk ini. bikin rambut lembut, ngurangin rontok jugaa. Duet maut banget kalo dipake sama selsun biru yg buat ketobe biar gak kering pake ini. sayangnya pake produk ini tuh rambut jadi gampang berminyak. repurchase? kayaknya mau nyari yang laiinn :("
keziamariiaa,5,01-02-2021 10:59 AM,"waktu itu aku beli ini karena liat diskon di indomaret dan ini adalah hair mask pertama yang aku coba. Hair mask ini wanginya enak, dan 1 sachet bisa digunakan 2 kali kalau rambutnya pendek, setelah diapply rambut jadi halus dan wangi . Overall produk ini excellent ❤❤"
ansmrk,5,01-02-2021 03:20 AM,"Baru pertama kali pake tapi hasilnya udah kerasa. Rambutku tipe yang kering dan nggak pernah distyling ataupun diwarnai. Pas pake hairmask ini sehabis keramas, rambutku jadi lebih lembut, halus, dan mudah diatur. Untuk hasil yang maksimal emang harus dipake rutin seminggu sekali deh. So far bagus banget lah"
deaaisyah,2,30-01-2021 10:35 AM,"ini adalah hair mask pertama yang pernah aku coba. jujur aku nggak terlalu suka sama baunya, nyengat banget huhu TT_TT tapi untuk efeknya aku suka, rambutku jadi lemes banget kek rambut yang sehat banget gituu. tapiii masker rambut ini bikin rambutku gampang lepek :'( dan sekarang makin lama rambutku jadi rontok parah dan bikin ketombe basah 1-2hari setelah keramas, padahal biasanya engga"
yayayayaya,5,30-01-2021 12:20 AM,"overall enak. suka. biasanya aku pake seminggu sekali. pengaplikasiannya kaya pengganti dari conditioner, tapi ini didiemin kurang lebih 5 menit sambil pijet pijet lembut kulit kepala. oiya produk ini aku olesin di pangkal-ujung rambut dan kulit kepala."
windarly,5,27-01-2021 07:33 PM,"Hair mask favorit akuu, wanginya enakkk dan tahan lamaa, bikin rambut halus, lembut, berkilau pokoknya bagus banget deh. pakeknya habis keramas pas rambut setengah kering trus dibilas deh asli kalian harus cobaaaaaaaaaaa............"
intan_gn,4,26-01-2021 12:04 AM,"Suka banget karena efek melembabkannya ampuh. Mungkin harus hati2 dalam pengaplikasiannya, secukupnya aja. Kalo ngga, bisa bikin strand rambut terlalu terpisah. Butuh beberapa kali eksperimen buat tau pasnya tu sebanyak apa. Tp setelah tau bisa dirutinin sepekan sekali buat jaga kelembutan rambut. Pengaplikasiannya mudah, wanginya aga kurang cocok menurutku soalnya jadi kayak make permen karet di rambut 😂😂 update: tp sayang sekali dia bikin mulus rambutnya krn ada kandungan dimethicone nya yg ga bagus buat wavy/curly hair kayak aku"
adellia0207,5,25-01-2021 08:03 AM,"Yuyur aku suka banget sama ini product! Wanginya itu loooh, wanginya tahan lama banget. Bikin rambut lembut dan wangi dan halus dan gemes! Tapi agak kurang melembabkan kalo untuk rambut yang kering banget, kadang rambut masih agak frizzy kalo pake ini doang. As a once a week treatment, its good lah. Gampang didapat dan murah meriah gais."
neniyuniar,5,22-01-2021 11:31 AM,"aduhhh ini bagus sih no debat! kayak abis dari salon kalo pake ini mah wkwkwk wanginya uenakkkk aku suka, bikin rambut lembut n shiny.. kalo lagi gk bisa ke salon cukup pake ini aja di rumah trus blow sendiri udah cantikkk banget dong...tapi kalo untuk rambut rusak kurang tau ini efeknya gimana soalnya rambutku normal2 aja..."
vandom,5,21-01-2021 08:18 PM,aku suka sama produk ini karena efektif membuat rambut aku lebih halus dan keliatan sehat. wangi juga ga neko-neko ga strong tapi enak aja. produknya juga mudah didapetin di supermarket. harganya juga tidak terlalu pricey. menurut aku produknya juga mudah dibilas
melatiii,3,21-01-2021 12:51 PM,"*Updated* Sebelumnya aku suka banget sama produk ini dan kasih bintang 5 karena wanginya tahan lama dan serasa habis salon, tapi setelah penggunaan tube ketiga jadi gak cocok, rambutku langsung berketombe hiks. sudah beberapa kali aku coba lagi tapi tetap sama, sadly aku tidak akan repurchase lagi produk ini"
igayuaryan,5,18-01-2021 05:35 PM,"Setiap orang pasti punya hasil rambut yang berbeda donk. Makarizo Hair Energy Fibertherapy Royal Jelly Extract mengurangi kusut dan kusam secara drastis di rambut aku dibanding seluruh kondisioner di pasaran. Biasanya aku pake ini tuh setelah pake shampoo dan jadi pengganti conditioner. Masker ini diaplikasikan mulai dari kulit kepala sampe ke ujung rambut sambil dipijat-pijat sedikit dan ditunggu sampe 5 menit, hasilnya rambutku halus dan lembut banget, udah gitu aroma royal jelly nya aku suka bikin fresh dan seperti aroma therapy."
AngeliaDharmayanti02,5,18-01-2021 08:25 AM,"Aku suka sama wanginya karna ada madunya gituu, trus ngeliat manfaat nya juga cocok sama kondisi rambutku. Nah setelah aku pake wanginya tu bertahan lama bahkan smpe berhari""🥺😍, terus halus lembut gitu jadinya. Pokonya produk nya bagus dan cocok buat rambut aku🥰"
normalitaaa,5,18-01-2021 06:23 AM,"luvv banget sama product inii!! wanginya bener2 bisa tahan sampe 3 hari. pas dipake aku merasa baunya rada aneh gitu, tapi pas udah kering wanginya enak bgt. setelah pemakaian rambut jadi halus dan wangi"
gezpatt,5,18-01-2021 01:34 AM,"Sangat suka wanginya yang tahan lama sampai besoknya masih nempel. Berbeda sama shamponya yang cukup aku pakai sebotol aja. Untuk produk ini aku udah repurchase berkali-kali lebih sering yang dalam bentuk sachet. Aku termasuk yang ngotak-ngatik rambut bgt dari mulai warnain, perming, permanent blow, dll, jd aku rawat pakai ini dan enak sih halus bgt jadinya."
mutisain,5,17-01-2021 02:25 AM,"Berbanding terbalik dengan shampoonya, ini bagus pake bangett, dan gak bikin rambut lepek samsek. Harumnya tahan sampai 2-3 hari. Apalagi sensasinya kalau dipakai di kulit rambut tuh dinginn enak banget deh berasa lg hair treatment di salon haha"
arindafauzia,5,13-01-2021 01:16 AM,"aku beli yang tube ukuran 500gr. Pas nyampe kaget ternyata sebesar itu. untuk teksturnya berupa cream, produknya gampang dicolekin. Aku pake 1x seminggu tapi akhir-akhir ini aku tingkatin jadi 2x seminggu. hahaha. aku merasakan setelah memakai makarizo ini, hair fall aku makin terkontrol. wanginya awet dirambutku sampe 2 hari. bikin ketagihan untuk creambath sendiri dirumah. hahaha
"
